metric,model_a,model_b,paired_t_p,wilcoxon_p,n_outer_folds
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('RMSE', 'NeuralNetwork')","('RMSE', 'XGBoost+Huber')",1.1687576222471812e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'XGBoost+Huber')","('RMSE', 'SVR')",1.1737897910878249e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'RandomForest+PseudoHuber')","('MAE', 'SVR')",1.2163580961480968e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'LinearRegression')","('MedAE', 'NeuralNetwork')",1.2662959935470217e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'NeuralNetwork')","('MAE', 'XGBoost+Huber')",1.344707862974251e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'XGBoost+Huber')","('RMSE', 'XGBoost+Huber')",1.3843860644264354e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'DecisionTree')","('RMSE', 'SVR')",1.5102468222999013e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'NeuralNetwork')","('MSE', 'RandomForest+PseudoHuber')",1.5277491867138768e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'DecisionTree')","('MSE', 'RandomForest+PseudoHuber')",1.5277492622259096e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'RandomForest+PseudoHuber')","('MSE', 'RandomForest+PseudoHuber')",1.5277492631345947e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'XGBoost+Huber')","('MSE', 'RandomForest+PseudoHuber')",1.5277492634976957e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'SVR')","('MSE', 'RandomForest+PseudoHuber')",1.5277492790288078e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'LinearRegression')","('MSE', 'RandomForest+PseudoHuber')",1.5277509947643757e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'LinearRegression')","('RMSE', 'NeuralNetwork')",1.5283586773231172e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'XGBoost+Huber')","('MSE', 'RandomForest+PseudoHuber')",1.5287607951400313e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'DecisionTree')","('MSE', 'RandomForest+PseudoHuber')",1.528780372377813e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'NeuralNetwork')","('MSE', 'RandomForest+PseudoHuber')",1.5287813372050506e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'RandomForest+PseudoHuber')","('MSE', 'RandomForest+PseudoHuber')",1.5288190098577576e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'SVR')","('MSE', 'RandomForest+PseudoHuber')",1.528965050016158e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'RandomForest+PseudoHuber')","('RMSE', 'XGBoost+Huber')",1.5291131271042837e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'XGBoost+Huber')","('MSE', 'RandomForest+PseudoHuber')",1.5291812026360764e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'RandomForest+PseudoHuber')","('RMSE', 'RandomForest+PseudoHuber')",1.52918412729511e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'DecisionTree')","('MSE', 'RandomForest+PseudoHuber')",1.5293008526533182e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'RandomForest+PseudoHuber')","('RMSE', 'DecisionTree')",1.5293261022582794e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'RandomForest+PseudoHuber')","('MSE', 'RandomForest+PseudoHuber')",1.5293309989265357e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'RandomForest+PseudoHuber')","('RMSE', 'SVR')",1.529444904709058e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'SVR')","('MSE', 'RandomForest+PseudoHuber')",1.5294873225266533e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'LinearRegression')","('MSE', 'RandomForest+PseudoHuber')",1.5295338857504934e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'NeuralNetwork')","('MSE', 'RandomForest+PseudoHuber')",1.5296928566173223e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'LinearRegression')","('MSE', 'RandomForest+PseudoHuber')",1.5304588694922506e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'RandomForest+PseudoHuber')","('RMSE', 'NeuralNetwork')",1.531100013444692e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'RandomForest+PseudoHuber')","('RMSE', 'LinearRegression')",1.5335035386406768e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'XGBoost+Huber')","('RMSE', 'DecisionTree')",1.5885777816685048e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'RandomForest+PseudoHuber')","('RMSE', 'DecisionTree')",1.6242471947226757e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'DecisionTree')","('MedAE', 'SVR')",1.6263805834774692e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'DecisionTree')","('RMSE', 'XGBoost+Huber')",1.6809801811460835e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'LinearRegression')","('MedAE', 'DecisionTree')",1.7629705352849984e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'SVR')","('RMSE', 'DecisionTree')",1.813095159445594e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'RandomForest+PseudoHuber')","('RMSE', 'NeuralNetwork')",1.830825500756141e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'SVR')","('MedAE', 'XGBoost+Huber')",1.8564486460536347e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'XGBoost+Huber')","('RMSE', 'RandomForest+PseudoHuber')",1.9303299135299235e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'RandomForest+PseudoHuber')","('RMSE', 'SVR')",2.1602938839478918e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'SVR')","('MedAE', 'LinearRegression')",2.2241464346771974e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'NeuralNetwork')","('MedAE', 'RandomForest+PseudoHuber')",2.2376125688423178e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'NeuralNetwork')","('RMSE', 'LinearRegression')",2.2659565846651203e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'LinearRegression')","('MedAE', 'SVR')",2.3334265608148486e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'SVR')","('MSE', 'NeuralNetwork')",2.3423113687339723e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'RandomForest+PseudoHuber')","('MSE', 'NeuralNetwork')",2.342311371783946e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'DecisionTree')","('MSE', 'NeuralNetwork')",2.3423113887272997e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'NeuralNetwork')","('MSE', 'NeuralNetwork')",2.342311395150234e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'XGBoost+Huber')","('MSE', 'NeuralNetwork')",2.3423114006033647e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'LinearRegression')","('MSE', 'NeuralNetwork')",2.3423486063595768e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'NeuralNetwork')","('MSE', 'NeuralNetwork')",2.342646180753973e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'XGBoost+Huber')","('MSE', 'NeuralNetwork')",2.342879775799094e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'DecisionTree')","('MSE', 'NeuralNetwork')",2.3430472458124097e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'XGBoost+Huber')","('MSE', 'NeuralNetwork')",2.3431674096944595e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'RandomForest+PseudoHuber')","('MSE', 'NeuralNetwork')",2.3432255644147353e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'NeuralNetwork')","('MSE', 'NeuralNetwork')",2.343291786916201e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'NeuralNetwork')","('RMSE', 'XGBoost+Huber')",2.3433370523438758e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'SVR')","('MSE', 'NeuralNetwork')",2.34334121484924e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'DecisionTree')","('MSE', 'NeuralNetwork')",2.343457745046675e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'LinearRegression')","('MSE', 'NeuralNetwork')",2.3436518432421105e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'NeuralNetwork')","('RMSE', 'DecisionTree')",2.3436843775190096e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'RandomForest+PseudoHuber')","('MSE', 'NeuralNetwork')",2.3437083675486566e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'LinearRegression')","('MSE', 'NeuralNetwork')",2.3437316801782588e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'NeuralNetwork')","('RMSE', 'NeuralNetwork')",2.343827562931706e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'SVR')","('MSE', 'NeuralNetwork')",2.343852396302656e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'NeuralNetwork')","('RMSE', 'RandomForest+PseudoHuber')",2.3440272121480862e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'NeuralNetwork')","('RMSE', 'SVR')",2.3441690993212757e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'RandomForest+PseudoHuber')","('MedAE', 'SVR')",2.367002702578673e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'DecisionTree')","('RMSE', 'RandomForest+PseudoHuber')",2.4581725697728046e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'LinearRegression')","('RMSE', 'SVR')",2.6560481877566732e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'LinearRegression')","('MAE', 'XGBoost+Huber')",2.6839334399584563e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'RandomForest+PseudoHuber')","('RMSE', 'XGBoost+Huber')",2.716602177729403e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'RandomForest+PseudoHuber')","('MedAE', 'XGBoost+Huber')",2.776251630997821e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'LinearRegression')","('MedAE', 'RandomForest+PseudoHuber')",2.7985394491434074e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'SVR')","('RMSE', 'NeuralNetwork')",2.842755026077478e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'NeuralNetwork')","('R2', 'XGBoost+Huber')",2.8520385563892447e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'NeuralNetwork')","('RMSE', 'RandomForest+PseudoHuber')",2.8908749707624887e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'RandomForest+PseudoHuber')","('RMSE', 'RandomForest+PseudoHuber')",2.925480564028619e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'DecisionTree')","('RMSE', 'LinearRegression')",3.0886486219634286e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'SVR')","('RMSE', 'SVR')",3.1257253361215114e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'NeuralNetwork')","('MSE', 'DecisionTree')",3.286186843714203e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'RandomForest+PseudoHuber')","('MSE', 'DecisionTree')",3.2861868921467266e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'SVR')","('MSE', 'DecisionTree')",3.286186897805945e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'XGBoost+Huber')","('MSE', 'DecisionTree')",3.2861869228991034e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'DecisionTree')","('MSE', 'DecisionTree')",3.286186928856007e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'LinearRegression')","('MSE', 'DecisionTree')",3.2862845913078284e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'NeuralNetwork')","('MSE', 'DecisionTree')",3.287369017252305e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'XGBoost+Huber')","('MSE', 'DecisionTree')",3.287692580212447e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'DecisionTree')","('MSE', 'DecisionTree')",3.2880441214627066e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'RandomForest+PseudoHuber')","('MSE', 'DecisionTree')",3.288351370419204e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'XGBoost+Huber')","('MSE', 'DecisionTree')",3.288463088536961e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'SVR')","('MSE', 'DecisionTree')",3.288549694785167e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'DecisionTree')","('RMSE', 'XGBoost+Huber')",3.288819275889695e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'DecisionTree')","('RMSE', 'DecisionTree')",3.288987266610977e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'DecisionTree')","('MSE', 'DecisionTree')",3.2890639268287745e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'NeuralNetwork')","('MSE', 'DecisionTree')",3.28913109076916e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'RandomForest+PseudoHuber')","('MSE', 'DecisionTree')",3.2894034235502996e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'LinearRegression')","('MSE', 'DecisionTree')",3.289494520440285e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'DecisionTree')","('RMSE', 'RandomForest+PseudoHuber')",3.289615686718513e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'LinearRegression')","('MSE', 'DecisionTree')",3.2896182794924994e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'SVR')","('MSE', 'DecisionTree')",3.289715528255637e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'DecisionTree')","('RMSE', 'SVR')",3.2901490200138337e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'DecisionTree')","('RMSE', 'NeuralNetwork')",3.291276384367201e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'SVR')","('RMSE', 'LinearRegression')",3.420981658657147e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'NeuralNetwork')","('MSE', 'SVR')",3.4301961154007115e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'RandomForest+PseudoHuber')","('MSE', 'SVR')",3.4301961771586826e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'DecisionTree')","('MSE', 'SVR')",3.430196180781341e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'SVR')","('MSE', 'SVR')",3.4301961946310174e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'XGBoost+Huber')","('MSE', 'SVR')",3.4301961980621615e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'LinearRegression')","('MSE', 'SVR')",3.430203785560237e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'NeuralNetwork')","('MSE', 'SVR')",3.431290168011048e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'XGBoost+Huber')","('MSE', 'SVR')",3.43138801963829e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'DecisionTree')","('MSE', 'SVR')",3.431442675807428e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'RandomForest+PseudoHuber')","('MSE', 'SVR')",3.431559475755611e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'SVR')","('MSE', 'SVR')",3.431870467600524e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'XGBoost+Huber')","('MSE', 'SVR')",3.431887908735322e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'SVR')","('RMSE', 'XGBoost+Huber')",3.431892845985424e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'DecisionTree')","('MSE', 'SVR')",3.432105911197136e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'RandomForest+PseudoHuber')","('MSE', 'SVR')",3.4322483954857737e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'NeuralNetwork')","('MSE', 'SVR')",3.432355247219979e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'LinearRegression')","('MSE', 'SVR')",3.432433532282824e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'SVR')","('RMSE', 'RandomForest+PseudoHuber')",3.43244098311661e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'SVR')","('RMSE', 'DecisionTree')",3.432461394913932e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'SVR')","('MSE', 'SVR')",3.432534473077451e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'SVR')","('RMSE', 'SVR')",3.4325967011756464e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'LinearRegression')","('MSE', 'SVR')",3.4334997237964814e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'SVR')","('RMSE', 'NeuralNetwork')",3.4340366071474986e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('RMSE', 'RandomForest+PseudoHuber')","('RMSE', 'SVR')",3.4519790813216235e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'XGBoost+Huber')","('RMSE', 'XGBoost+Huber')",3.7496101163029954e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'NeuralNetwork')","('RMSE', 'SVR')",3.7522910730742385e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'DecisionTree')","('RMSE', 'DecisionTree')",3.856662074804765e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'NeuralNetwork')","('MSE', 'XGBoost+Huber')",4.228056575536118e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'SVR')","('MSE', 'XGBoost+Huber')",4.3419129983940785e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'XGBoost+Huber')","('RMSE', 'LinearRegression')",4.362414745086478e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'NeuralNetwork')","('MSE', 'XGBoost+Huber')",4.480692674924885e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'RandomForest+PseudoHuber')","('MSE', 'XGBoost+Huber')",4.480692741345062e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'SVR')","('MSE', 'XGBoost+Huber')",4.4806927687830604e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'DecisionTree')","('MSE', 'XGBoost+Huber')",4.4806927721149425e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'XGBoost+Huber')","('MSE', 'XGBoost+Huber')",4.4806928239106365e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'LinearRegression')","('MSE', 'XGBoost+Huber')",4.480757627893561e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'NeuralNetwork')","('MSE', 'XGBoost+Huber')",4.482971661308004e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'XGBoost+Huber')","('MSE', 'XGBoost+Huber')",4.4835088337237814e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'DecisionTree')","('MSE', 'XGBoost+Huber')",4.483834836107099e-05,0.0625,5
