metric,model_a,model_b,paired_t_p,wilcoxon_p,n_outer_folds
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'RandomForest+PseudoHuber')","('MSE', 'XGBoost+Huber')",4.484303039493908e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'XGBoost+Huber')","('MSE', 'XGBoost+Huber')",4.484754661020517e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'XGBoost+Huber')","('RMSE', 'XGBoost+Huber')",4.485000437087259e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'SVR')","('MSE', 'XGBoost+Huber')",4.4850534876128515e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'DecisionTree')","('MSE', 'XGBoost+Huber')",4.485545488196934e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'NeuralNetwork')","('MSE', 'XGBoost+Huber')",4.4856679825979106e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'RandomForest+PseudoHuber')","('MSE', 'XGBoost+Huber')",4.486166708657673e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'LinearRegression')","('MSE', 'XGBoost+Huber')",4.4863964220058866e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'XGBoost+Huber')","('RMSE', 'DecisionTree')",4.486572653251512e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'SVR')","('MSE', 'XGBoost+Huber')",4.486891097812152e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'XGBoost+Huber')","('RMSE', 'RandomForest+PseudoHuber')",4.4870523829922034e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'XGBoost+Huber')","('RMSE', 'SVR')",4.4874271216034485e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'LinearRegression')","('MSE', 'XGBoost+Huber')",4.4883382097961524e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'XGBoost+Huber')","('RMSE', 'NeuralNetwork')",4.489323645501908e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'LinearRegression')","('MedAE', 'SVR')",4.717654677348433e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'LinearRegression')","('RMSE', 'RandomForest+PseudoHuber')",4.830610955888754e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'SVR')","('R2', 'XGBoost+Huber')",4.839138781085004e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'SVR')","('RMSE', 'XGBoost+Huber')",5.061656314967031e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'NeuralNetwork')","('MedAE', 'SVR')",5.702550185602225e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'RandomForest+PseudoHuber')","('RMSE', 'DecisionTree')",6.246760059123191e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'XGBoost+Huber')","('MedAE', 'RandomForest+PseudoHuber')",6.654589465530316e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'LinearRegression')","('RMSE', 'DecisionTree')",7.107720903463433e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'DecisionTree')","('RMSE', 'XGBoost+Huber')",8.548292137913058e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('RMSE', 'DecisionTree')","('RMSE', 'NeuralNetwork')",8.561551361476812e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'SVR')","('RMSE', 'RandomForest+PseudoHuber')",8.684380669768339e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'LinearRegression')","('RMSE', 'NeuralNetwork')",8.735875203671323e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'DecisionTree')","('MedAE', 'SVR')",9.258292604920695e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'DecisionTree')","('MAE', 'NeuralNetwork')",9.60532564098848e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'RandomForest+PseudoHuber')","('R2', 'SVR')",9.804299162593202e-05,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'DecisionTree')","('R2', 'NeuralNetwork')",0.00010166013037116087,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('RMSE', 'NeuralNetwork')","('RMSE', 'RandomForest+PseudoHuber')",0.00011695148107068799,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'DecisionTree')","('MAE', 'LinearRegression')",0.00012135477723646784,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'RandomForest+PseudoHuber')","('MSE', 'SVR')",0.00012235408065834158,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('RMSE', 'DecisionTree')","('RMSE', 'SVR')",0.00013762620660344528,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'SVR')","('MedAE', 'NeuralNetwork')",0.00014172488454859924,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'NeuralNetwork')","('R2', 'RandomForest+PseudoHuber')",0.00015108950376594587,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'RandomForest+PseudoHuber')","('RMSE', 'XGBoost+Huber')",0.000152004915411507,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'DecisionTree')","('MSE', 'NeuralNetwork')",0.00015524679258336442,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'LinearRegression')","('MAE', 'RandomForest+PseudoHuber')",0.00015552420391662754,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'LinearRegression')","('MedAE', 'LinearRegression')",0.00016773098745918435,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'SVR')","('RMSE', 'DecisionTree')",0.00017855906705156906,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'NeuralNetwork')","('RMSE', 'DecisionTree')",0.0001792127333308176,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'NeuralNetwork')","('MedAE', 'XGBoost+Huber')",0.0001827003205746264,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'LinearRegression')","('RMSE', 'XGBoost+Huber')",0.0002043324770611593,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'NeuralNetwork')","('MSE', 'RandomForest+PseudoHuber')",0.00021482584914841183,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'RandomForest+PseudoHuber')","('MedAE', 'LinearRegression')",0.00023822007011926506,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'NeuralNetwork')","('MAE', 'RandomForest+PseudoHuber')",0.00024139325072622034,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'DecisionTree')","('R2', 'SVR')",0.00025391076324816,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'DecisionTree')","('MSE', 'SVR')",0.0002777233484790415,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'DecisionTree')","('MAE', 'XGBoost+Huber')",0.0002876639143976449,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'NeuralNetwork')","('MedAE', 'LinearRegression')",0.00029788369898553214,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'XGBoost+Huber')","('MedAE', 'LinearRegression')",0.000417995808776894,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'DecisionTree')","('MedAE', 'NeuralNetwork')",0.0006556618893708631,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('RMSE', 'DecisionTree')","('RMSE', 'XGBoost+Huber')",0.0007081611178674985,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'DecisionTree')","('MSE', 'XGBoost+Huber')",0.0008827118089214582,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'LinearRegression')","('RMSE', 'SVR')",0.000931624690329293,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'DecisionTree')","('R2', 'XGBoost+Huber')",0.0010176793927020823,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'NeuralNetwork')","('RMSE', 'XGBoost+Huber')",0.0011522816366525339,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'NeuralNetwork')","('MedAE', 'RandomForest+PseudoHuber')",0.0011754480405274422,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'SVR')","('RMSE', 'XGBoost+Huber')",0.0013342880343602517,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'LinearRegression')","('MAE', 'SVR')",0.0019043157596634844,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'RandomForest+PseudoHuber')","('MedAE', 'SVR')",0.0020343794101580328,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'LinearRegression')","('MAE', 'NeuralNetwork')",0.002228961949160457,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'NeuralNetwork')","('RMSE', 'RandomForest+PseudoHuber')",0.00251222698332484,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'DecisionTree')","('MedAE', 'XGBoost+Huber')",0.0036685688998895367,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('RMSE', 'DecisionTree')","('RMSE', 'RandomForest+PseudoHuber')",0.003747767043954341,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'DecisionTree')","('R2', 'RandomForest+PseudoHuber')",0.004570560751304497,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'DecisionTree')","('MSE', 'RandomForest+PseudoHuber')",0.004868490553964655,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'DecisionTree')","('MAE', 'RandomForest+PseudoHuber')",0.005562265990105049,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'LinearRegression')","('MedAE', 'NeuralNetwork')",0.012756760100661638,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'DecisionTree')","('MedAE', 'LinearRegression')",0.0142994659713261,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('RMSE', 'NeuralNetwork')","('RMSE', 'SVR')",0.01437839545212814,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'DecisionTree')","('MedAE', 'NeuralNetwork')",0.015030546829344566,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'NeuralNetwork')","('R2', 'SVR')",0.015254445475279687,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'NeuralNetwork')","('MSE', 'SVR')",0.015925157975146376,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'LinearRegression')","('RMSE', 'DecisionTree')",0.017904490071075436,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'DecisionTree')","('MedAE', 'RandomForest+PseudoHuber')",0.0247741507871104,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'XGBoost+Huber')","('MedAE', 'SVR')",0.030942799888200822,0.125,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'NeuralNetwork')","('MAE', 'SVR')",0.037935504345920856,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'RandomForest+PseudoHuber')","('MAE', 'XGBoost+Huber')",0.08630349194433841,0.1875,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'RandomForest+PseudoHuber')","('MSE', 'XGBoost+Huber')",0.10591016459241981,0.125,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('RMSE', 'RandomForest+PseudoHuber')","('RMSE', 'XGBoost+Huber')",0.1066247607287435,0.125,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'RandomForest+PseudoHuber')","('R2', 'XGBoost+Huber')",0.10843798941583911,0.125,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'NeuralNetwork')","('RMSE', 'LinearRegression')",0.21489904451503128,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'SVR')","('RMSE', 'LinearRegression')",0.21489946543647903,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'DecisionTree')","('RMSE', 'LinearRegression')",0.2149004442424185,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'RandomForest+PseudoHuber')","('RMSE', 'LinearRegression')",0.21490066957077317,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'XGBoost+Huber')","('RMSE', 'LinearRegression')",0.2149007979250649,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'LinearRegression')","('RMSE', 'LinearRegression')",0.21495288638290552,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'NeuralNetwork')","('MedAE', 'SVR')",0.224473403739978,0.3125,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'XGBoost+Huber')","('RMSE', 'LinearRegression')",0.24071042311456953,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'RandomForest+PseudoHuber')","('RMSE', 'LinearRegression')",0.24256975146106063,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'DecisionTree')","('RMSE', 'LinearRegression')",0.24355422768286067,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'SVR')","('RMSE', 'LinearRegression')",0.25509723640364096,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'NeuralNetwork')","('RMSE', 'LinearRegression')",0.25589424723317766,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'XGBoost+Huber')","('RMSE', 'LinearRegression')",0.25682207008254654,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'RandomForest+PseudoHuber')","('RMSE', 'LinearRegression')",0.26022214114613273,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'LinearRegression')","('RMSE', 'XGBoost+Huber')",0.2612163990413057,0.3125,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'DecisionTree')","('RMSE', 'LinearRegression')",0.2631095030494102,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'LinearRegression')","('RMSE', 'LinearRegression')",0.264740837765036,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'RandomForest+PseudoHuber')","('MedAE', 'XGBoost+Huber')",0.27197558739429156,0.3125,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'SVR')","('RMSE', 'LinearRegression')",0.27984255658062546,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'NeuralNetwork')","('RMSE', 'LinearRegression')",0.28341044036597146,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('RMSE', 'LinearRegression')","('RMSE', 'XGBoost+Huber')",0.293988487709598,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'LinearRegression')","('RMSE', 'LinearRegression')",0.2956102043591977,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('RMSE', 'LinearRegression')","('RMSE', 'RandomForest+PseudoHuber')",0.29796224841213714,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('RMSE', 'DecisionTree')","('RMSE', 'LinearRegression')",0.30543764831400116,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'RandomForest+PseudoHuber')","('MedAE', 'NeuralNetwork')",0.31351461357864985,0.4375,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('RMSE', 'LinearRegression')","('RMSE', 'SVR')",0.33256098618747637,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('RMSE', 'LinearRegression')","('RMSE', 'NeuralNetwork')",0.344159251148182,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'NeuralNetwork')","('MSE', 'LinearRegression')",0.35807033522788473,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'SVR')","('MSE', 'LinearRegression')",0.3580703352440792,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'DecisionTree')","('MSE', 'LinearRegression')",0.3580703352788914,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'RandomForest+PseudoHuber')","('MSE', 'LinearRegression')",0.3580703352878254,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'XGBoost+Huber')","('MSE', 'LinearRegression')",0.35807033529217663,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'LinearRegression')","('MSE', 'LinearRegression')",0.358070335341855,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'XGBoost+Huber')","('MSE', 'LinearRegression')",0.35807122115413786,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'RandomForest+PseudoHuber')","('MSE', 'LinearRegression')",0.3580712735927824,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'DecisionTree')","('MSE', 'LinearRegression')",0.3580713085208871,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'SVR')","('MSE', 'LinearRegression')",0.3580716691932256,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'NeuralNetwork')","('MSE', 'LinearRegression')",0.35807170306303987,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'XGBoost+Huber')","('MSE', 'LinearRegression')",0.35807172504844126,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'RandomForest+PseudoHuber')","('MSE', 'LinearRegression')",0.35807182029604673,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'DecisionTree')","('MSE', 'LinearRegression')",0.3580719095522573,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MedAE', 'LinearRegression')","('MSE', 'LinearRegression')",0.3580719568786266,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'SVR')","('MSE', 'LinearRegression')",0.35807239009476577,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'NeuralNetwork')","('MSE', 'LinearRegression')",0.35807249486361226,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'LinearRegression')","('RMSE', 'XGBoost+Huber')",0.35807277924997577,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'LinearRegression')","('MSE', 'LinearRegression')",0.35807283001469464,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'LinearRegression')","('RMSE', 'RandomForest+PseudoHuber')",0.3580728816972355,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'LinearRegression')","('RMSE', 'DecisionTree')",0.3580730810602278,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'LinearRegression')","('RMSE', 'SVR')",0.3580737459517589,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'LinearRegression')","('RMSE', 'NeuralNetwork')",0.3580740182426231,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'LinearRegression')","('RMSE', 'LinearRegression')",0.3580743317147764,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'LinearRegression')","('R2', 'XGBoost+Huber')",0.3629633168679316,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'LinearRegression')","('MSE', 'XGBoost+Huber')",0.36303853249074564,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'LinearRegression')","('R2', 'RandomForest+PseudoHuber')",0.36339380397191806,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'LinearRegression')","('MSE', 'RandomForest+PseudoHuber')",0.3634586936783477,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'DecisionTree')","('R2', 'LinearRegression')",0.3642834171424603,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'DecisionTree')","('MSE', 'LinearRegression')",0.36434413761942946,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'LinearRegression')","('R2', 'SVR')",0.36775602658691026,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'LinearRegression')","('MSE', 'SVR')",0.367796293955676,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('R2', 'LinearRegression')","('R2', 'NeuralNetwork')",0.3693882427423847,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MSE', 'LinearRegression')","('MSE', 'NeuralNetwork')",0.36942485996913726,0.0625,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'LinearRegression')","('RMSE', 'RandomForest+PseudoHuber')",0.872609912097424,1.0,5
"['R2', 'MAE', 'MedAE', 'MSE', 'RMSE']","('MAE', 'XGBoost+Huber')","('MedAE', 'NeuralNetwork')",0.9979472540832262,1.0,5
